sample,species,call_type,start,end,aug_method
MC020C_00045623_20241218T224300_16kHz_120_150(1).wav,Masked Owl,screech,11.55,15.86,original
MC020C_00045623_20241218T224300_16kHz_290_320.wav,Masked Owl,screech,9.97,15.35,original
MC020C_00045623_20241218T224300_16kHz_2080_2110.wav,Masked Owl,screech,16.34,21.28,original
MC020C_00045623_20241218T224300_16kHz_1850_1880.wav,Masked Owl,chattering,9.19,12.52,original
SU015C_00044783_20240919T020000_16kHz_300_330.wav,Masked Owl,screech,13.59,16.02,original
SU015C_20240919T020000_16kHz_3240_3270.wav,Masked Owl,screech,3.57,6.44,original
SU015C_20240919T030000_16kHz_1140_1170.wav,Masked Owl,screech,3.03,5.03,original
SU015C_20240924T000000_16kHz_1320_1350.wav,Masked Owl,screech,15.65,18.36,original
SU015C_20240924T000000_16kHz_1360_1390.wav,Masked Owl,screech,19.08,21.56,original
SU015C_20240926T200000_16kHz_3120_3150.wav,Masked Owl,screech,1.41,4.22,original
SU015C_20240926T200000_16kHz_3120_3150(1).wav,Masked Owl,screech,14.24,16.54,original
SU015C_20240926T200000_16kHz_3150_3180.wav,Masked Owl,screech,2.08,4.54,original
SU015C_20240926T200000_16kHz_3290_3320.wav,Masked Owl,screech,9.07,11.69,original
SU015C_20240926T210000_16kHz_90_120.wav,Masked Owl,screech,23.46,26.17,original
SU015C_20240926T210000_16kHz_240_270.wav,Masked Owl,screech,12.52,15.31,original
SU015C_20240927T010000_16kHz_3240_3270.wav,Masked Owl,screech,21.35,24.9,original
SU015C_20240927T010000_16kHz_3270_3300.wav,Masked Owl,screech,10.36,13.53,original
SU015C_20240927T010000_16kHz_0_30.wav,Masked Owl,screech,23.58,25.77,original
SU015C_20240927T010000_16kHz_3010_3040.wav,Masked Owl,screech,18.7,21.61,original
SU015C_20240927T010000_16kHz_3060_3090.wav,Masked Owl,screech,2.19,4.96,original
SU015C_20240927T200000_16kHz_750_780.wav,Masked Owl,screech,11.97,15.59,original
SU015C_20240927T200000_16kHz_870_900.wav,Masked Owl,screech,20.06,23.84,original
SU015C_20240927T200000_16kHz_930_960.wav,Masked Owl,screech,2.51,5.61,original
SU015C_20240927T200000_16kHz_960_990.wav,Masked Owl,screech,24.53,26.6,original
SU015C_20240927T200000_16kHz_2190_2220.wav,Masked Owl,screech,15.16,17.44,original
SU015C_20240927T200000_16kHz_2970_3000.wav,Masked Owl,screech,5.36,8.28,original
SU015C_20240927T200000_16kHz_590_620.wav,Masked Owl,screech,9.62,14.03,original
SU015C_20240927T200000_16kHz_690_720.wav,Masked Owl,screech,0.39,3.28,original
SU015C_20240927T200000_16kHz_810_840.wav,Masked Owl,screech,5.18,8.73,original
SU015C_20240927T200000_16kHz_930_960(1).wav,Masked Owl,screech,24.26,26.75,original
SU015C_20240927T200000_16kHz_960_990(1).wav,Masked Owl,screech,7.49,9.56,original
SU015C_20240927T200000_16kHz_960_990(2).wav,Masked Owl,screech,15.85,18.48,original
SU015C_20240927T200000_16kHz_990_1020.wav,Masked Owl,screech,13.32,16.17,original
SU015C_20240927T200000_16kHz_1020_1050.wav,Masked Owl,screech,23.97,26.84,original
SU015C_20240927T200000_16kHz_1080_1110.wav,Masked Owl,screech,4.85,7.18,original
SU015C_20240927T200000_16kHz_2190_2220(1).wav,Masked Owl,screech,17.82,20.55,original
TN039B_00045809_20241125T232800_16kHz_2460_2490.wav,Masked Owl,screech,8.26,10.33,original
TN039B_00045809_20241125T232800_16kHz_2460_2490(1).wav,Masked Owl,screech,25.06,27.26,original
TN039B_00045809_20241125T232800_16kHz_2490_2520.wav,Masked Owl,screech,8.65,10.72,original
TN039B_00045809_20241125T232800_16kHz_2490_2520(1).wav,Masked Owl,screech,24.15,26.22,original
TN039B_00045809_20241125T232800_16kHz_2520_2550.wav,Masked Owl,screech,10.15,12.22,original
TN039B_00045809_20241125T232800_16kHz_2550_2580.wav,Masked Owl,screech,2.15,4.22,original
TN039B_00045809_20241125T232800_16kHz_2730_2760.wav,Masked Owl,screech,13.46,16.75,original
TN039B_00045809_20241125T232800_16kHz_2760_2790.wav,Masked Owl,screech,3.33,6.06,original
TN039B_00045809_20241125T232800_16kHz_3450_3480.wav,Masked Owl,chattering,16.88,18.95,original
TN039B_00045809_20241125T232800_16kHz_3550_3580.wav,Masked Owl,screech,19.88,23.34,original
TN039B_00045809_20241125T232800_16kHz_2730_2760(1).wav,Masked Owl,screech,24.8,27.35,original
TN039B_00045809_20241125T232800_16kHz_3090_3120.wav,Masked Owl,chattering,21.61,23.69,original
TN039B_00045809_20241125T232800_16kHz_3090_3120(1).wav,Masked Owl,chattering,24.59,26.61,original
TN039B_00045809_20241125T232800_16kHz_3120_3150.wav,Masked Owl,chattering,2.45,4.24,original
TN039B_00045809_20241125T232800_16kHz_3120_3150(1).wav,Masked Owl,chattering,4.43,6.28,original
TN039B_00045809_20241125T232800_16kHz_3120_3150(2).wav,Masked Owl,chattering,13.45,15.02,original
TN039B_00045809_20241125T232800_16kHz_3120_3150(3).wav,Masked Owl,chattering,15.54,17.59,original
TN039B_00045809_20241125T232800_16kHz_3120_3150(4).wav,Masked Owl,chattering,18.31,20.02,original
TN039B_00045809_20241125T232800_16kHz_3120_3150(5).wav,Masked Owl,chattering,25.02,26.7,original
TN039B_00045809_20241125T232800_16kHz_3120_3150(6).wav,Masked Owl,chattering,27.63,29.75,original
TN039B_00045809_20241125T232800_16kHz_3180_3210.wav,Masked Owl,chattering,17.54,19.37,original
TN039B_00045809_20241125T232800_16kHz_3180_3210(1).wav,Masked Owl,chattering,19.68,21.59,original
TN039B_00045809_20241125T232800_16kHz_3210_3240.wav,Masked Owl,chattering,6.58,8.39,original
TN039B_00045809_20241125T232800_16kHz_3210_3240(1).wav,Masked Owl,chattering,8.47,10.57,original
TN039B_00045809_20241125T232800_16kHz_3300_3330.wav,Masked Owl,chattering,8.39,13.0,original
TN039B_00045809_20241125T232800_16kHz_3300_3330(1).wav,Masked Owl,chattering,25.23,26.71,original
TN039B_00045809_20241125T232800_16kHz_3300_3330(2).wav,Masked Owl,chattering,28.09,29.76,original
TN039B_00045809_20241125T232800_16kHz_3330_3360.wav,Masked Owl,chattering,13.38,15.17,original
TN039B_00045809_20241125T232800_16kHz_3390_3420.wav,Masked Owl,chattering,20.87,22.82,original
TN039B_00045809_20241125T232800_16kHz_3390_3420(1).wav,Masked Owl,chattering,23.89,25.58,original
TN039B_00045809_20241125T232800_16kHz_3390_3420(2).wav,Masked Owl,chattering,25.89,27.76,original
TN039B_00045809_20241125T232800_16kHz_3400_3430.wav,Masked Owl,chattering,17.84,19.42,original
TN039B_00045809_20241125T232800_16kHz_3400_3430(1).wav,Masked Owl,chattering,19.63,21.56,original
TN039B_00045809_20241125T232800_16kHz_3450_3480(1).wav,Masked Owl,chattering,22.72,24.62,original
TN039B_00045809_20241125T232800_16kHz_3450_3480(2).wav,Masked Owl,chattering,24.27,25.75,original
TN039B_00045809_20241125T232800_16kHz_3450_3480(3).wav,Masked Owl,chattering,25.6,27.27,original
TN039B_00045809_20241125T232800_16kHz_3450_3480(4).wav,Masked Owl,chattering,26.98,28.69,original
TN039B_00045809_20241125T232800_16kHz_3510_3540.wav,Masked Owl,screech,3.07,5.54,original
TN039B_00045809_20241126T213000_16kHz_720_750.wav,Masked Owl,chattering,10.26,13.03,original
TN039B_00045809_20241126T213000_16kHz_750_780.wav,Masked Owl,screech,5.1,8.15,original
TN039B_00045809_20241126T213000_16kHz_2850_2880.wav,Masked Owl,screech,6.29,8.36,original
TN039B_00045809_20241126T213000_16kHz_2970_3000.wav,Masked Owl,screech,13.39,15.96,original
TN039B_00045809_20241126T213000_16kHz_3090_3120.wav,Masked Owl,screech,21.24,23.31,original
TN039B_00045809_20241126T213000_16kHz_3130_3160.wav,Masked Owl,screech,19.24,21.31,original
TN039B_00045809_20241126T213000_16kHz_3570_3600.wav,Masked Owl,screech,15.31,17.38,original
TN039B_00045809_20241205T213900_16kHz_2010_2040.wav,Masked Owl,screech,0.15,2.42,original
TN039B_00045809_20241205T213900_16kHz_2130_2160.wav,Masked Owl,screech,19.15,21.28,original
TN039B_00045809_20241205T213900_16kHz_2160_2190.wav,Masked Owl,screech,9.15,11.4,original
TN039B_00045809_20241205T213900_16kHz_2220_2250.wav,Masked Owl,screech,13.18,16.49,original
TN039B_00045809_20241205T213900_16kHz_2340_2370.wav,Masked Owl,chattering,4.98,7.15,original
TN039B_00045809_20241205T213900_16kHz_2370_2400.wav,Masked Owl,screech,4.15,6.22,original
TN039B_00045809_20241205T213900_16kHz_2430_2460.wav,Masked Owl,screech,14.18,16.35,original
TN039B_00045809_20241205T213900_16kHz_2490_2520.wav,Masked Owl,chattering,20.17,21.65,original
TN039B_00045809_20241205T213900_16kHz_2610_2640.wav,Masked Owl,screech,5.24,7.87,original
TN039B_00045809_20241205T213900_16kHz_2610_2640(1).wav,Masked Owl,screech,26.7,29.79,original
TN039B_00045809_20241205T213900_16kHz_2640_2670.wav,Masked Owl,screech,24.24,27.98,original
TN039B_00045809_20241205T213900_16kHz_2310_2340.wav,Masked Owl,chattering,22.72,23.93,original
TN039B_00045809_20241205T213900_16kHz_2340_2370(1).wav,Masked Owl,chattering,2.1,3.62,original
TN039B_00045809_20241205T213900_16kHz_2340_2370(2).wav,Masked Owl,chattering,12.01,13.14,original
TN039B_00045809_20241205T213900_16kHz_2340_2370(3).wav,Masked Owl,chattering,13.32,14.58,original
TN039B_00045809_20241205T213900_16kHz_2340_2370(4).wav,Masked Owl,chattering,14.6,15.87,original
TN039B_00045809_20241205T213900_16kHz_2340_2370(5).wav,Masked Owl,chattering,15.94,17.09,original
TN039B_00045809_20241205T213900_16kHz_2340_2370(6).wav,Masked Owl,chattering,17.29,18.75,original
TN039B_00045809_20241205T213900_16kHz_2340_2370(7).wav,Masked Owl,chattering,0.53,1.89,original
TN039B_00045809_20241205T213900_16kHz_2315_2345.wav,Masked Owl,chattering,24.13,25.51,original
TN039B_00045809_20241205T213900_16kHz_2340_2370(8).wav,Masked Owl,chattering,18.73,19.99,original
TN039B_00045809_20241205T213900_16kHz_2340_2370(9).wav,Masked Owl,chattering,20.11,21.43,original
TN039B_00045809_20241205T213900_16kHz_2340_2370(10).wav,Masked Owl,chattering,21.34,22.68,original
TN039B_00045809_20241205T213900_16kHz_2340_2370(11).wav,Masked Owl,screech,4.56,6.93,original
TN039B_00045809_20241205T213900_16kHz_2370_2400(1).wav,Masked Owl,chattering,2.92,4.58,original
TN039B_00045809_20241205T213900_16kHz_2370_2400(2).wav,Masked Owl,chattering,1.66,3.0,original
TN039B_00045809_20241205T213900_16kHz_2370_2400(3).wav,Masked Owl,chattering,19.02,20.54,original
TN039B_00045809_20241205T213900_16kHz_2370_2400(4).wav,Masked Owl,chattering,20.68,21.94,original
TN039B_00045809_20241205T213900_16kHz_2390_2420.wav,Masked Owl,chattering,1.84,3.25,original
TN039B_00045809_20241205T213900_16kHz_2390_2420(1).wav,Masked Owl,chattering,8.79,10.29,original
TN039B_00045809_20241205T213900_16kHz_2390_2420(2).wav,Masked Owl,chattering,10.45,11.83,original
TN039B_00045809_20241205T213900_16kHz_2370_2400(5).wav,Masked Owl,chattering,7.85,9.11,original
TN039B_00045809_20241205T213900_16kHz_2400_2430.wav,Masked Owl,chattering,1.93,2.98,original
TN039B_00045809_20241205T213900_16kHz_2400_2430(1).wav,Masked Owl,chattering,3.18,4.46,original
TN039B_00045809_20241205T213900_16kHz_2400_2430(2).wav,Masked Owl,chattering,4.68,5.85,original
TN039B_00045809_20241205T213900_16kHz_2400_2430(3).wav,Masked Owl,chattering,6.14,7.46,original
TN039B_00045809_20241205T213900_16kHz_2400_2430(4).wav,Masked Owl,chattering,7.5,8.82,original
TN039B_00045809_20241205T213900_16kHz_2400_2430(5).wav,Masked Owl,chattering,8.88,10.21,original
TN039B_00045809_20241205T213900_16kHz_2400_2430(6).wav,Masked Owl,chattering,10.4,11.8,original
TN039B_00045809_20241205T213900_16kHz_2460_2490.wav,Masked Owl,screech,10.6,13.48,original
TN039B_00045809_20241205T213900_16kHz_2430_2460(1).wav,Masked Owl,chattering,20.28,21.84,original
TN039B_00045809_20241205T213900_16kHz_2400_2430(7).wav,Masked Owl,chattering,25.21,26.62,original
TN039B_00045809_20241205T213900_16kHz_2430_2460(2).wav,Masked Owl,chattering,1.42,3.02,original
TN039B_00045809_20241205T213900_16kHz_2420_2450.wav,Masked Owl,chattering,6.85,8.29,original
TN039B_00045809_20241205T213900_16kHz_2420_2450(1).wav,Masked Owl,chattering,8.55,10.08,original
TN039B_00045809_20241205T213900_16kHz_2410_2440.wav,Masked Owl,chattering,19.69,21.32,original
TN039B_00045809_20241205T213900_16kHz_2460_2490(1).wav,Masked Owl,chattering,1.03,2.63,original
TN039B_00045809_20241205T213900_16kHz_2450_2480.wav,Masked Owl,chattering,9.03,10.44,original
TN039B_00045809_20241205T213900_16kHz_2430_2460(3).wav,Masked Owl,chattering,27.47,29.1,original
TN039B_00045809_20241205T213900_16kHz_2430_2460(4).wav,Masked Owl,chattering,26.22,27.89,original
TN039B_00045809_20241205T213900_16kHz_2430_2460(5).wav,Masked Owl,chattering,23.67,25.01,original
TN039B_00045809_20241205T213900_16kHz_2430_2460(6).wav,Masked Owl,chattering,22.04,23.77,original
TN039B_00045809_20241205T213900_16kHz_2490_2520(1).wav,Masked Owl,chattering,18.23,19.96,original
TN039B_00045809_20241205T213900_16kHz_2490_2520(2).wav,Masked Owl,chattering,21.24,22.71,original
TN039B_00045809_20241205T213900_16kHz_2490_2520(3).wav,Masked Owl,chattering,23.39,24.99,original
TN039B_00045809_20241205T213900_16kHz_2490_2520(4).wav,Masked Owl,chattering,24.93,26.53,original
TN039B_00045809_20241205T213900_16kHz_2520_2550.wav,Masked Owl,chattering,7.35,8.91,original
TN039B_00045809_20241205T213900_16kHz_2520_2550(1).wav,Masked Owl,chattering,9.14,10.84,original
TN039B_00045809_20241205T213900_16kHz_2520_2550(2).wav,Masked Owl,chattering,23.46,24.73,original
TN039B_00045809_20241205T213900_16kHz_2520_2550(3).wav,Masked Owl,chattering,25.42,26.98,original
TN039B_00045809_20241205T213900_16kHz_2520_2550(4).wav,Masked Owl,chattering,26.95,28.59,original
TN039B_00045809_20241205T213900_16kHz_2550_2580.wav,Masked Owl,chattering,0.15,1.75,original
TN039B_00045809_20241205T213900_16kHz_2550_2580(1).wav,Masked Owl,chattering,2.21,3.68,original
TN039B_00045809_20241205T213900_16kHz_2520_2550(5).wav,Masked Owl,chattering,17.74,19.63,original
TN039B_00045809_20241205T213900_16kHz_2520_2550(6).wav,Masked Owl,chattering,21.2,22.77,original
TN039B_00045809_20241205T213900_16kHz_2550_2580(2).wav,Masked Owl,chattering,21.63,23.07,original
TN039B_00045809_20241205T213900_16kHz_2580_2610.wav,Masked Owl,chattering,10.26,12.02,original
TN039B_00045809_20241205T213900_16kHz_2550_2580(3).wav,Masked Owl,chattering,23.07,24.15,original
TN039B_00045809_20241205T213900_16kHz_2550_2580(4).wav,Masked Owl,chattering,24.67,25.94,original
TN039B_00045809_20241205T213900_16kHz_2550_2580(5).wav,Masked Owl,chattering,25.59,27.15,original
TN039B_00045809_20241205T213900_16kHz_2580_2610(1).wav,Masked Owl,chattering,12.02,13.46,original
TN039B_00045809_20241205T213900_16kHz_2580_2610(2).wav,Masked Owl,chattering,13.85,15.19,original
TN039B_00045809_20241205T213900_16kHz_2580_2610(3).wav,Masked Owl,chattering,15.16,16.86,original
TN039B_00045809_20241205T223900_16kHz_660_690.wav,Masked Owl,screech,13.06,16.86,original
TN039B_00045809_20241205T223900_16kHz_950_980.wav,Masked Owl,screech,6.06,9.74,original
TN039B_00045809_20241205T223900_16kHz_1050_1080.wav,Masked Owl,screech,7.11,9.82,original
TN039B_00045809_20241205T223900_16kHz_1110_1140.wav,Masked Owl,screech,13.1,16.16,original
TN039B_00045809_20241205T223900_16kHz_1350_1380.wav,Masked Owl,screech,7.12,10.95,original
TN039B_00045809_20241205T223900_16kHz_1380_1410.wav,Masked Owl,screech,9.12,12.65,original
TN039B_00045809_20241205T223900_16kHz_1590_1620.wav,Masked Owl,screech,17.12,19.71,original
TN039B_00045809_20241205T223900_16kHz_1800_1830.wav,Masked Owl,screech,29.12,33.79,original
TN039B_00045809_20241205T223900_16kHz_1980_2010.wav,Masked Owl,screech,13.15,15.81,original
TN039B_00045809_20241205T223900_16kHz_330_360.wav,Masked Owl,screech,15.28,18.35,original
TN039B_00045809_20241205T223900_16kHz_570_600.wav,Masked Owl,chattering,6.48,8.04,original
TN039B_00045809_20241205T223900_16kHz_570_600(1).wav,Masked Owl,chattering,8.28,9.47,original
TN039B_00045809_20241205T223900_16kHz_570_600(2).wav,Masked Owl,chattering,9.68,10.99,original
TN039B_00045809_20241205T223900_16kHz_1920_1950.wav,Masked Owl,screech,26.19,29.11,original
BD060A_CH01_20240328_220014_16kHz_290_320_pitch_2e59a296.wav,Masked Owl,screech,9.0,12.36,pitch
BD060A_CH01_20240331_210000_16kHz_660_690_stretch_344a6278.wav,Masked Owl,screech,19.96,23.96,stretch
BD060A_CH01_20240331_210000_16kHz_660_690_stretch_ebf4ebe8.wav,Masked Owl,screech,19.96,23.96,stretch
BD060A_CH01_20240331_210000_16kHz_660_690_stretch_ddc918d1.wav,Masked Owl,screech,19.96,23.96,stretch
CH07_20240703_180000_16kHz_1810_1840_pitch_22eb4468.wav,Masked Owl,screech,18.65,20.72,pitch
CH07_20240703_180000_16kHz_1810_1840_noise_08b35b98.wav,Masked Owl,screech,18.65,20.72,noise
CH07_20240703_180000_16kHz_1810_1840_stretch_5dd18c68.wav,Masked Owl,screech,18.65,20.72,stretch
CH07_20240706_220000_16kHz_2970_3000_stretch_c25775c1.wav,Masked Owl,screech,17.78,19.85,stretch
FO020B_20240619_010000_16kHz_2250_2280_pitch_1c0de1b8.wav,Masked Owl,screech,23.78,27.01,pitch
FO020B_20240619_010000_16kHz_2250_2280_noise_afb61566.wav,Masked Owl,screech,23.78,27.01,noise
FO020B_20240619_030000_16kHz_330_360_pitch_12b978c5.wav,Masked Owl,screech,5.7,8.04,pitch
FO020B_20240619_030000_16kHz_390_420_pitch_f3da9fc5.wav,Masked Owl,screech,1.87,5.86,pitch
FO020B_20240619_030000_16kHz_390_420_noise_ab0aaf6f.wav,Masked Owl,screech,1.87,5.86,noise
FO020B_20240621_200000_16kHz_2640_2670_noise_c7cf945e.wav,Masked Owl,screech,23.96,28.03,noise
FO020B_20240706_200000_16kHz_420_450_pitch_a01b1033.wav,Masked Owl,screech,15.88,21.05,pitch
FO020B_20240706_200000_16kHz_420_450_noise_699ad554.wav,Masked Owl,screech,15.88,21.05,noise
FO020B_20240706_200000_16kHz_630_660_pitch_bc695ed9.wav,Masked Owl,screech,15.94,20.72,pitch
FO020B_20240706_200000_16kHz_870_900_stretch_eaeb3528.wav,Masked Owl,screech,6.66,12.06,stretch
FO020B_20240706_200000_16kHz_1080_1110_pitch_d7c332d6.wav,Masked Owl,screech,7.83,13.62,pitch
FO020B_20240706_200000_16kHz_1200_1230_pitch_871a5c41.wav,Masked Owl,screech,17.57,21.67,pitch
FO020B_20240706_200000_16kHz_1290_1320_pitch_af3b96c2.wav,Masked Owl,screech,23.14,26.12,pitch
FO020B_20240706_200000_16kHz_1320_1350_noise_94c77ed3.wav,Masked Owl,screech,12.16,16.24,noise
FO020B_20240706_200000_16kHz_1320_1350_stretch_a3369237.wav,Masked Owl,screech,12.16,16.24,stretch
FO020B_20240706_200000_16kHz_1320_1350(1)_noise_f930653d.wav,Masked Owl,screech,22.12,25.93,noise
FO020B_20240706_200000_16kHz_1320_1350(1)_noise_fdd7c1a7.wav,Masked Owl,screech,22.12,25.93,noise
FO020B_20240706_200000_16kHz_1440_1470_stretch_202e2dd4.wav,Masked Owl,screech,13.28,17.2,stretch
FO020B_20240706_200000_16kHz_2010_2040_pitch_0d6035e9.wav,Masked Owl,screech,16.75,21.35,pitch
FO020B_20240706_200000_16kHz_3270_3300_pitch_005c697b.wav,Masked Owl,screech,18.39,23.65,pitch
FO020B_20240706_210000_16kHz_1650_1680_noise_770dbb4f.wav,Masked Owl,screech,13.03,17.26,noise
FO020B_20240706_210000_16kHz_1650_1680_stretch_9e7c83ac.wav,Masked Owl,screech,13.03,17.26,stretch
FO020B_20240706_210000_16kHz_1870_1900_stretch_a6e73561.wav,Masked Owl,screech,16.37,21.27,stretch
FO020B_20240706_220000_16kHz_180_210_pitch_947b8438.wav,Masked Owl,screech,11.89,16.17,pitch
FO020B_20240706_220000_16kHz_180_210_noise_33d4d839.wav,Masked Owl,screech,11.89,16.17,noise
FO020B_20240706_220000_16kHz_1290_1320_noise_71be2582.wav,Masked Owl,screech,21.45,26.23,noise
FO020B_20240706_220000_16kHz_1290_1320_noise_71daf46a.wav,Masked Owl,screech,21.45,26.23,noise
FO020B_20240706_220000_16kHz_1560_1590_pitch_6350722e.wav,Masked Owl,screech,22.12,27.2,pitch
FO020B_20240706_220000_16kHz_1560_1590_stretch_913fb5ba.wav,Masked Owl,screech,22.12,27.2,stretch
FO020B_20240706_220000_16kHz_1860_1890_pitch_9e43dfbf.wav,Masked Owl,screech,4.32,8.94,pitch
FO020B_20240706_220000_16kHz_1860_1890_stretch_edda3a7c.wav,Masked Owl,screech,4.32,8.94,stretch
FO020B_20240706_220000_16kHz_1860_1890_stretch_1b570c82.wav,Masked Owl,screech,4.32,8.94,stretch
FO020B_20240706_220000_16kHz_2040_2070_pitch_37ae7ad0.wav,Masked Owl,screech,3.8,8.41,pitch
FO020B_20240706_220000_16kHz_2190_2220_noise_ae2df5b3.wav,Masked Owl,screech,12.51,16.07,noise
FO020B_20240706_220000_16kHz_2190_2220_noise_045b0c3e.wav,Masked Owl,screech,12.51,16.07,noise
FO020B_20240706_220000_16kHz_2190_2220_stretch_d2cb68eb.wav,Masked Owl,screech,12.51,16.07,stretch
FO025D_20240617_200000_16kHz_1530_1560_pitch_9b02961d.wav,Masked Owl,screech,17.28,20.59,pitch
FO025D_20240617_200000_16kHz_1530_1560_pitch_e6919dfb.wav,Masked Owl,screech,17.28,20.59,pitch
FO025D_20240617_200000_16kHz_1530_1560_noise_3711fdd9.wav,Masked Owl,screech,17.28,20.59,noise
FO025D_20240617_200000_16kHz_2100_2130_noise_cd8e9283.wav,Masked Owl,screech,18.46,21.87,noise
FO025D_20240617_200000_16kHz_3450_3480_pitch_3c8b1313.wav,Masked Owl,screech,1.13,4.15,pitch
FO025D_20240625_010000_16kHz_2910_2940_pitch_7acc8d9a.wav,Masked Owl,screech,14.9,25.1,pitch
FO025D_20240626_030000_16kHz_90_120_pitch_70d66890.wav,Masked Owl,screech,0.62,4.01,pitch
FO025D_20240626_030000_16kHz_90_120_pitch_cd8f2967.wav,Masked Owl,screech,0.62,4.01,pitch
FO025D_20240626_030000_16kHz_90_120_noise_1b7ee1ef.wav,Masked Owl,screech,0.62,4.01,noise
FO025D_20240626_030000_16kHz_90_120(1)_pitch_27463ebb.wav,Masked Owl,screech,10.7,24.74,pitch
FO025D_20240628_000000_16kHz_1170_1200_noise_8417b933.wav,Masked Owl,screech,12.46,20.17,noise
FO025D_20240630_210000_16kHz_3450_3480_stretch_937d99e9.wav,Masked Owl,screech,6.04,8.67,stretch
FO025D_CH08_20240624_040000_16kHz_1620_1650_noise_d78ab162.wav,Masked Owl,screech,11.23,13.74,noise
FO025D_CH08_20240624_040000_16kHz_1620_1650_noise_7b530b60.wav,Masked Owl,screech,11.23,13.74,noise
FO025D_CH08_20240624_040000_16kHz_1620_1650_stretch_b8fa4331.wav,Masked Owl,screech,11.23,13.74,stretch
FO025D_CH09_20240617_200000_16kHz_3450_3480_pitch_66e07176.wav,Masked Owl,screech,2.4,5.21,pitch
FO025D_CH09_20240617_200000_16kHz_3450_3480_stretch_dcfda819.wav,Masked Owl,screech,2.4,5.21,stretch
FR002A_00044660_20250403T050000_16kHz_810_840_pitch_be5c0923.wav,Masked Owl,screech,27.06,30.05,pitch
FR002A_00044660_20250403T050000_16kHz_810_840_noise_fae20de3.wav,Masked Owl,screech,27.06,30.05,noise
FR002A_00044660_20250403T050000_16kHz_810_840_noise_21b9b65d.wav,Masked Owl,screech,27.06,30.05,noise
FR002A_00044660_20250403T050000_16kHz_810_840_noise_28cac0b9.wav,Masked Owl,screech,27.06,30.05,noise
FR002A_00044660_20250403T050000_16kHz_840_870_noise_23392be9.wav,Masked Owl,screech,20.28,23.74,noise
FR002A_00044660_20250403T050000_16kHz_1110_1140_noise_adf509c7.wav,Masked Owl,screech,22.06,25.53,noise
FR002A_00044660_20250403T050000_16kHz_1440_1470_pitch_b4516e73.wav,Masked Owl,screech,0.12,4.09,pitch
FR002A_00044660_20250403T050000_16kHz_2130_2160_pitch_0e6bd2c1.wav,Masked Owl,screech,10.18,12.95,pitch
FR002A_00044660_20250403T050000_16kHz_2130_2160_stretch_c6fbc79f.wav,Masked Owl,screech,10.18,12.95,stretch
FR002A_00044660_20250403T050000_16kHz_3380_3410_noise_a0eeacf3.wav,Masked Owl,screech,7.14,10.56,noise
FR002A_00044660_20250403T050000_16kHz_3380_3410_stretch_b8335fe1.wav,Masked Owl,screech,7.14,10.56,stretch
FR002A_00044660_20250403T050000_16kHz_3480_3510_noise_77752cb6.wav,Masked Owl,screech,0.31,3.88,noise
FR002A_00044660_20250403T050000_16kHz_750_780_noise_df45bc1a.wav,Masked Owl,screech,8.17,12.63,noise
FR002A_00044660_20250403T050000_16kHz_1390_1420_stretch_52d8e9e2.wav,Masked Owl,screech,17.42,23.55,stretch
FR002A_00044660_20250403T050000_16kHz_2610_2640_noise_5b19e5d4.wav,Masked Owl,screech,1.57,5.18,noise
FR002A_00044660_20250403T050000_16kHz_2850_2880_pitch_abdf5b94.wav,Masked Owl,chattering,8.37,18.05,pitch
FR002A_00044660_20250403T050000_16kHz_2850_2880_noise_77a173ff.wav,Masked Owl,chattering,8.37,18.05,noise
FR002A_00044660_20250403T050000_16kHz_2850_2880_stretch_59d1d0b2.wav,Masked Owl,chattering,8.37,18.05,stretch
FR002A_00044660_20250403T050000_16kHz_2850_2880_stretch_81df9785.wav,Masked Owl,chattering,8.37,18.05,stretch
FR002A_00044660_20250403T050000_16kHz_2850_2880_stretch_19f50db1.wav,Masked Owl,chattering,8.37,18.05,stretch
FR002A_00044660_20250403T050000_16kHz_2850_2880_stretch_e9c4258f.wav,Masked Owl,chattering,8.37,18.05,stretch
FR002A_00044660_20250403T050000_16kHz_2820_2850_pitch_250462ed.wav,Masked Owl,chattering,10.35,17.02,pitch
FR002A_00044660_20250403T050000_16kHz_2820_2850_pitch_29b74824.wav,Masked Owl,chattering,10.35,17.02,pitch
FR002A_00044660_20250403T050000_16kHz_2820_2850_pitch_7f790500.wav,Masked Owl,chattering,10.35,17.02,pitch
FR002A_00044660_20250403T050000_16kHz_2820_2850_pitch_c9775dbb.wav,Masked Owl,chattering,10.35,17.02,pitch
FR002A_00044660_20250403T050000_16kHz_2820_2850_noise_034ffec2.wav,Masked Owl,chattering,10.35,17.02,noise
FR002A_00044660_20250403T050000_16kHz_2820_2850(1)_pitch_9cfdcf34.wav,Masked Owl,screech,17.99,19.92,pitch
FR002A_00044660_20250403T050000_16kHz_2820_2850(1)_pitch_49d1942f.wav,Masked Owl,screech,17.99,19.92,pitch
FR002A_00044660_20250403T050000_16kHz_1830_1860_pitch_638eb342.wav,Masked Owl,chattering,3.19,9.59,pitch
FR002A_00044660_20250403T050000_16kHz_1830_1860_noise_da19bdbb.wav,Masked Owl,chattering,3.19,9.59,noise
FR002A_00044660_20250403T050000_16kHz_1830_1860_noise_ef870118.wav,Masked Owl,chattering,3.19,9.59,noise
